id,label,full_name,abn,tier,jurisdiction,legal_class,accountability,portfolio,sector,function,legislation,established,parent_id,description,budget_source,budget_000s,budget_type,financial_year,data_source,lat,lon,lga_code,geographic_scope,data_quality,last_verified,data_gaps,status,ring,cofog_code,cofog_label,cofog_confidence,sources_detail
AU-CW-DEPT-ENVWATER,Env & Water,"Dept of Climate Change, Energy, Environment and Water",63 573 932 849,Federal,CW,nca,limited,"Climate Change, Energy, the Environment and Water",Environment & Energy,regulatory,Public Service Act 1999 (Cth),2022,,"The Department of Climate Change, Energy, the Environment and Water protects Australia?s natural environment and heritage sites, helps Australia respond to climate change and carefully manages our water and energy resources. The new department has been established to deliver on the Government?s climate change and energy agenda and protect Australia?s environment and water resources.",PBS_2526,3585031,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 05,Environmental Protection,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-DEPT-INDUSTRY,Industry,"Department of Industry, Science and Resources",74 599 608 295,Federal,CW,ministry,ministerial,"Industry, Science and Resources",Industry & Science,service,Public Service Act 1999 (Cth),2020,,"The department's vision is to enable growth and productivity for globally competitive industries by supporting innovation, science and commercialisation; growing business investment and improving business capability; streamlining regulations; and building a high performance organisation.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,0,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-DEPT-INFRA,Infrastructure,"Department of Infrastructure, Transport, Regional Development, Communications, Sport and the Arts",56 538 655 318,Federal,CW,ministry,ministerial,Minister for Infrastructure,Transport & Infrastructure,service,Public Service Act 1999 (Cth),2022,,,PBS_2526,11619525,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,"description,parent_id",active,0,COFOG-A 11,Transport,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-DEPT-VETERANS,Veterans,Department of Veterans' Affairs,23 964 290 824,Federal,CW,ministry,ministerial,Veterans' Affairs (part of the Defence Portfolio),Defence,service,Veterans Entitlements Act 1986 (Cth),1918,,"The Department of Veterans' Affairs (DVA) is a primary service delivery agency responsible for developing and implementing programs that assist the veteran and defence force communities. DVA also provides administrative support and staff for the Repatriation Commission and the Military Rehabilitation and Compensation Commission (MRCC). The Department also administers other legislation, including the Defence Service Homes Act 1918 and the War Graves Act 1980.",PBS_2526,19126555,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,0,COFOG-A 02,Defence,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-DEPT-DFAT,DFAT,Department of Foreign Affairs and Trade,47 065 634 525,Federal,CW,ministry,ministerial,Foreign Affairs and Trade,Intergovernmental,coordination,Public Service Act 1999 (Cth),1987,,"The department's role is to advance the interests of Australia and Australians internationally. This involves working to strengthen Australia's security; enhancing Australia's prosperity; delivering an effective and high quality aid programme; and helping Australian travellers and Australians overseas. The department provides foreign, trade and development policy advice to the government. We work with other government agencies to ensure that Australia's pursuit of its global, regional and bilateral interests is coordinated effectively.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,0,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-DEPT-AGS,Attorney-General,Attorney-General's Department,92 661 124 436,Federal,CW,ministry,ministerial,Attorney-General's,Parliament & Accountability,service,Public Service Act 1999 (Cth),1901,,"The Attorney-General's Department delivers programs and policies to maintain and improve Australia's law and justice framework. Through the Australian Government Solicitor, we also provide legal services to the Commonwealth (including legal advice and representation). Our department is the central policy and coordinating element of the Attorney-General's portfolio. Our department is structured into five groups: ? Australian Government Solicitor ? Justice and Communites ? National Security and Criminal Justice ? Integrity and International ? Enabling Services.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,0,COFOG-A 03,Public Order and Safety,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-DEPT-PARL-DPS,Parl Services,Department of Parliamentary Services,52 997 141 147,Federal,CW,ministry,ministerial,Parliamentary Departments (not a portfolio),Parliament & Accountability,accountability,Parliamentary Service Act 1999,2004,,"The Department of Parliamentary Services (DPS) supports the functioning of Parliament and parliamentarians through the provision of professional services, advice and facilities and by maintaining Australian Parliament House as a working and iconic building. DPS services include ICT, the Parliamentary Library, Hansard, parliamentary broadcasting and security. The Department also provides catering and recreation facilities, manages the Parliament House Art Collection, maintains the building and cares for its heritage, and provides services to almost one million people who visit the building each year.",PBS_2526,276771,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,0,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-DEPT-PARL-LIBRARY,Parl Library,Parliamentary Library,,Federal,CW,nca,limited,President of the Senate / Speaker,Parliament & Accountability,accountability,Parliamentary Service Act 1999 (Cth),1901,,,,,,,AI_TRAINING,-35.3075,149.1244,,national,MEDIUM,2026-04,"budget_000s,description,parent_id",active,2,COFOG-A 08,"Recreation, Culture and Religion",HIGH,AI training knowledge (unverified — requires confirmation against authoritative source) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)
AU-CW-DEPT-PARL-BUDGET,PBO,Parliamentary Budget Office,49 775 240 532,Federal,CW,nca,limited,Parliamentary Departments (not a portfolio),Parliament & Accountability,accountability,Parliamentary Service Act 1999,2012,,"The role of the Parliamentary Budget Office (PBO) is to inform the Parliament by providing independent and non-partisan analysis of the budget cycle, fiscal policy and the financial implications of proposals.",PBS_2526,10344,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-DEPT-PARL-CLERK,Clerk Senate,Department of the Senate,23 991 641 527,Federal,CW,ministry,ministerial,Parliamentary Departments (not a portfolio),Parliament & Accountability,accountability,Parliamentary Service Act 1999,1901,,"The Department of the Senate provides the Senate, its committees, the President of the Senate and Senators with a broad range of advisory and support services related to the exercise of the legislative power of the Commonwealth. Part of the Department of the Senate, the Parliamentary Education Office provides a wealth of information on Parliament by facilitating education programs, including role-plays, for over 90,000 students per year. They also create a range of engaging print and online resources about the work of the federal Parliament. The Senate contains a number of Standing Committees, Select Committees and Joint Committees; for further details refer to: http://www.aph.gov.au/Parliamentary_Business/Committees/Senate",PBS_2526,32021,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,0,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-ATO,ATO,Australian Taxation Office,51 824 753 556,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Taxation Administration Act 1953 (Cth),1910,,"The ATO is the government's principal revenue collection agency. The ATO's role is to effectively manage and shape the tax, excise and superannuation systems that support and fund services for Australians. Its main responsibilities are: - main revenue collection agency of the Australian Government - administrator of the goods and services tax (GST) on behalf of the Australian states and territories - administrator of a range of programs which result in transfers and benefits back to the community - administrator of major aspects of Australia's superannuation system - custodian of the Australian Business Register (ABR).",PBS_2526,35161527,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-RBA,RBA,Reserve Bank of Australia,50 008 559 486,Federal,CW,gbe,shareholder,Treasury,Economy & Finance,commercial,Reserve Bank Act 1959,1960,,"The Reserve Bank of Australia (RBA) is Australia's central bank and derives its functions and powers from the Reserve Bank Act 1959. Its duty is to contribute to the stability of the currency, full employment, and the economic prosperity and welfare of the Australian people. It does this by setting the cash rate to meet an agreed medium-term inflation target, working to maintain a strong and stable financial system and efficient payments system, and issuing the nation's banknotes. The RBA provides certain banking services as required to the Australian Government and its agencies, and to a number of overseas central banks and official institutions. Additionally, it manages Australia's gold and foreign exchange reserves. The RBA operates Australia's high-value payments system and sets payments system policy. The RBA has two boards: the Reserve Bank Board and the Payments System Board.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,4,COFOG-A 04,Economic Affairs,MEDIUM,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-ACCC,ACCC,Australian Competition and Consumer Commission,94 410 483 623,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Competition and Consumer Act 2010,1995,,"The Australian Competition and Consumer Commission (ACCC) is an independent Commonwealth statutory authority whose role is to enforce the Competition and Consumer Act 2010 and a range of additional legislation, promoting competition, fair trading and regulating national infrastructure for the benefit of all Australians.",PBS_2526,414433,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-ASIC,ASIC,Australian Securities and Investments Commission,86 768 265 615,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Australian Securities and Investments Commission Act 2001,1991,,"The Australian Securities and Investments Commission (ASIC) is Australia's corporate, markets and financial services regulator. The Australian Securities and Investments Commission Act 2001 requires ASIC to: - maintain, facilitate and improve the performance of the financial system and entities in it; - promote confident and informed participation by investors and consumers in the financial system; - administer the law effectively and with minimal procedural requirements; - enforce and give effect to the law; receive, process and store, efficiently and quickly, information that is given to us; and - make information about companies and other bodies available to the public as soon as practicable.",PBS_2526,964453,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-APRA,APRA,Australian Prudential Regulation Authority,79 635 582 658,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Australian Prudential Regulation Authority Act 1998,1998,,"The Australian Prudential Regulation Authority (APRA) is the prudential regulator of the Australian financial services industry. It oversees banks, credit unions, building societies, general insurance and reinsurance companies, life insurance, friendly societies, and most of the superannuation industry. APRA is funded largely by the industries that it supervises. It was established on 1 July 1998. APRA currently supervises institutions holding $4.5 trillion in assets for Australian depositors, policyholders and superannuation fund members.",PBS_2526,698848,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-HOUSINGAUST,Housing Aust,Housing Australia,22 498 714 570,Federal,CW,cce,limited,Treasury,Housing & Community,regulatory,Housing Australia Act 2018,2018,,"Housing Australia is the independent national housing authority. Housing Australia works with the private sector, community housing providers and all levels of Government to facilitate and deliver programs that help more Australians to access social and affordable housing or to buy a home. To help deliver on its purpose, Housing Australia set five strategic objectives focused on building the business and continuing to embed best-practice systems, processes and governance practices into operations. The strategic objectives are to: facilitate the sustainable growth of the community housing sector across Australia facilitate investment to increase the supply of social and affordable housing strengthen stakeholder relationships that support better housing outcomes deliver high-performance organisation practices and outcomes establish a best-practice governance regime. Housing Australia?s strategic objectives reflect that the organisation is maturing and progressing from a build phase of operations to an innovation and growth phase. Housing Australia is well positioned for continued success as the business adapts to the needs of its clients and the changing operating environment.",PBS_2526,1208068,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,3,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-FFMA,Future Fund,Future Fund Management Agency,53 156 699 293,Federal,CW,nca,limited,Finance,Economy & Finance,regulatory,Future Fund Act 2006,2006,,"The Future Fund Management Agency (the Agency) supports the Future Fund Board of Guardians (the Board) in undertaking its functions in relation to the Future Fund, the Medical Research Future Fund, the Aboriginal and Torres Strait Islander Land and Sea Future Fund, the Future Drought Fund, the Disaster Ready Fund, the DisabilityCare Australia Fund, and the Housing Australia Future Fund. The Agency is responsible for the development of recommendations to the Board on the most appropriate investment strategy for each Fund and for the implementation of these strategies. All administrative and operational functions associated with the management of the Funds are undertaken by the Agency.",PBS_2526,224439,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-NDIA,NDIA,National Disability Insurance Agency,25 617 475 104,Federal,CW,cce,limited,"Health, Disability and Ageing",Health,service,National Disability Insurance Scheme Act 2013,2013,,"Its main statutory functions are: - delivering the National Disability Insurance Scheme (NDIS) so as to, amongst other things, support the independence, and social and economic participation, of people with disability and enable people with disability to exercise choice and control in the pursuit of their goals and the planning and delivery of their supports; - managing, and advising and reporting on, the financial sustainability of the NDIS; - developing and enhancing the disability sector; - building community awareness of disabilities and the social contributors to disabilities; - collecting, analysing and exchanging data about disabilities and the supports for people with disability; and - undertaking research relating to disabilities, the supports for people with disability and the social contributors to disabilities.",PBS_2526,52685639,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,3,COFOG-A 07,Health,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-TGA,TGA,Therapeutic Goods Administration,,Federal,CW,nca,limited,Minister for Health,Health,service,Therapeutic Goods Act 1989 (Cth),1991,,,,,,,AI_TRAINING,-35.3075,149.1244,,national,MEDIUM,2026-04,"budget_000s,description,parent_id",active,2,COFOG-A 07,Health,HIGH,AI training knowledge (unverified — requires confirmation against authoritative source) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)
AU-CW-CCE-ACDC,ACDC,Australian Centre for Disease Control,37 898 522 818,Federal,CW,nca,limited,Minister for Health,Parliament & Accountability,accountability,Australian Centre for Disease Control Act 2025 (Cth),2025,,,,,,,AI_TRAINING,-35.3075,149.1244,,national,MEDIUM,2026-04,"budget_000s,description,parent_id",active,2,COFOG-A 07,Health,HIGH,AI training knowledge (unverified — requires confirmation against authoritative source) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)
AU-CW-CCE-SERVICESAUST,Services Aust,Services Australia,90 794 605 008,Federal,CW,nca,limited,Finance,Economy & Finance,regulatory,Human Services (Centrelink) Act 1997 (Cth),2020,,"Services Australia delivers social and health related services, through its Centrelink, Medicare and Child Support programmes. Through close collaboration with the community and partner agencies, Services Australia plays an active role in developing new approaches to social and health related policy and service delivery.",PBS_2526,8017661,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
